#
20240113175000,3617.75186,S,14456.89136,E,51.397,109.4
20240113175001,3617.76608,S,14456.89134,E,50.937,109.3
20240113175002,3617.78011,S,14456.89131,E,50.220,109.3
20240113175003,3617.79399,S,14456.89124,E,49.669,109.2
20240113175004,3617.80766,S,14456.89120,E,48.967,108.9
20240113175005,3617.82114,S,14456.89104,E,48.222,108.8
20240113175006,3617.83423,S,14456.89104,E,46.782,108.7
20240113175007,3617.84682,S,14456.89120,E,44.880,108.8
20240113175008,3617.85886,S,14456.89174,E,42.906,108.7
20240113175009,3617.87039,S,14456.89266,E,41.009,108.8
20240113175010,3617.88129,S,14456.89391,E,38.790,108.9
20240113175011,3617.89140,S,14456.89539,E,35.870,109.0
20240113175012,3617.90052,S,14456.89695,E,32.155,109.0
20240113175013,3617.90842,S,14456.89845,E,27.525,109.0
20240113175014,3617.91482,S,14456.89981,E,21.852,109.1
20240113175015,3617.91964,S,14456.90111,E,16.228,109.1
20240113175016,3617.92296,S,14456.90246,E,11.154,109.2
20240113175017,3617.92528,S,14456.90404,E,8.979,109.3
20240113175018,3617.92700,S,14456.90638,E,9.399,109.3
20240113175019,3617.92829,S,14456.90989,E,11.970,109.3
20240113175020,3617.92919,S,14456.91451,E,14.608,109.2
20240113175021,3617.92974,S,14456.92016,E,17.089,109.3
20240113175022,3617.92981,S,14456.92679,E,19.721,109.3
20240113175023,3617.92991,S,14456.93418,E,22.088,109.2
20240113175024,3617.92996,S,14456.94257,E,24.948,108.9
20240113175025,3617.92991,S,14456.95175,E,27.097,108.9
20240113175026,3617.92986,S,14456.96161,E,29.074,108.7
20240113175027,3617.92984,S,14456.97207,E,30.848,108.8
20240113175028,3617.92980,S,14456.98308,E,32.609,108.8
20240113175029,3617.92980,S,14456.99461,E,33.986,108.7
20240113175030,3617.92987,S,14457.00669,E,35.416,108.6
20240113175031,3617.92996,S,14457.01925,E,36.595,108.7
20240113175032,3617.93000,S,14457.03214,E,37.715,108.7
20240113175033,3617.93000,S,14457.04539,E,38.835,108.7
20240113175034,3617.92996,S,14457.05898,E,39.799,108.6
20240113175035,3617.92996,S,14457.07289,E,40.574,108.6
20240113175036,3617.92999,S,14457.08708,E,41.481,108.6
20240113175037,3617.93002,S,14457.10152,E,42.173,108.5
20240113175038,3617.93005,S,14457.11627,E,42.873,108.5
20240113175039,3617.93020,S,14457.13125,E,43.573,108.6
20240113175040,3617.93030,S,14457.14645,E,44.434,108.7
20240113175041,3617.93037,S,14457.16197,E,45.458,108.5
20240113175042,3617.93030,S,14457.17773,E,45.973,108.5
20240113175043,3617.93034,S,14457.19367,E,46.435,108.4
20240113175044,3617.93046,S,14457.20985,E,47.216,108.3
20240113175045,3617.93050,S,14457.22623,E,47.779,108.3
20240113175046,3617.93048,S,14457.24277,E,48.234,108.4
20240113175047,3617.93042,S,14457.25945,E,48.612,108.4
20240113175048,3617.93039,S,14457.27627,E,48.874,108.3
20240113175049,3617.93040,S,14457.29314,E,49.147,108.4
20240113175050,3617.93045,S,14457.31014,E,49.426,108.4
20240113175051,3617.93051,S,14457.32720,E,49.506,108.5
20240113175052,3617.93053,S,14457.34434,E,49.770,108.6
20240113175053,3617.93053,S,14457.36156,E,50.124,108.8
20240113175054,3617.93055,S,14457.37882,E,50.254,109.0
